symptom_id,canonical,surface_form
SX_2892ce7908,aggressive behavior,displaying a tendency to bully
SX_e1e952338d,poor attention span,hard to focus for long
SX_e1e952338d,poor attention span,struggles to stay focused
SX_e1e952338d,poor attention span,can't hold attention steady
SX_e1e952338d,poor attention span,difficult to stay focused
SX_4c981ca4ef,shyness,hesitation to speak up loudly
SX_4c981ca4ef,shyness,not wanting to draw attention
SX_4c981ca4ef,shyness,tendency to hide behind others
SX_4c981ca4ef,shyness,lack of confidence in self
SX_4c981ca4ef,shyness,tendency to blend in quietly
SX_4c981ca4ef,shyness,being quiet in social settings
SX_ddf0938dcc,sun allergy,sensitivity to sunlight exposure
SX_ddf0938dcc,sun allergy,condition triggered by sunshine
SX_ddf0938dcc,sun allergy,allergic reaction to sun
SX_ddf0938dcc,sun allergy,sensitivity to sun's rays
SX_ddf0938dcc,sun allergy,reaction to direct sunlight
SX_ddf0938dcc,sun allergy,condition caused by sun
SX_23ce46db6f,spinal cord tumor,tumor on spinal cord tissue
SX_23ce46db6f,spinal cord tumor,abnormal growth in spine area
SX_23ce46db6f,spinal cord tumor,spinal column mass formation
SX_23ce46db6f,spinal cord tumor,cancerous growth in spine region
SX_23ce46db6f,spinal cord tumor,massive abnormal cell growth spine
SX_23ce46db6f,spinal cord tumor,unusual lump in spine section
SX_2d92cb6f35,facial tics,quick repetitive facial jerks seen
SX_b5aa8a8dac,cardiac arrest,heart stops beating suddenly now
SX_b5aa8a8dac,cardiac arrest,cardiac function ceases immediately here
SX_b5aa8a8dac,cardiac arrest,heart activity ceases abruptly today
SX_b5aa8a8dac,cardiac arrest,heart stops pumping blood quickly
SX_b5aa8a8dac,cardiac arrest,heart function halts without warning
SX_b5aa8a8dac,cardiac arrest,heart beats stop suddenly always
SX_710ca10dbe,muscle rigidity,stiffened muscle tone persists
SX_710ca10dbe,muscle rigidity,muscle fibers remain unyielding
SX_710ca10dbe,muscle rigidity,rigid muscle state exists
SX_710ca10dbe,muscle rigidity,muscles fail to relax
SX_710ca10dbe,muscle rigidity,unflexible muscle condition seen
SX_710ca10dbe,muscle rigidity,firmness of muscles noted
SX_36bca60339,episodic,episodic
SX_7ab8fa131e,rigidity,stiff and unyielding feel
SX_7ab8fa131e,rigidity,stiff and rigid feeling
SX_2e0db28016,breathing difficulties,trouble getting air in lungs
SX_2e0db28016,breathing difficulties,finding it hard to inhale
SX_2e0db28016,breathing difficulties,difficulty filling lungs fully
SX_2e0db28016,breathing difficulties,problems taking a deep breath
SX_2e0db28016,breathing difficulties,having trouble exhaling slowly
SX_2e0db28016,breathing difficulties,straining to take a breath
SX_a8e8d1b26c,white patch,white area on skin surface
SX_a8e8d1b26c,white patch,white discoloration of skin tone
SX_a8e8d1b26c,white patch,lightened patch on skin area
SX_a8e8d1b26c,white patch,white section of skin visible
SX_a8e8d1b26c,white patch,pale patch on skin layer
SX_a8e8d1b26c,white patch,white streak on skin surface
SX_f981538603,syringomyelia,spinal cord has a hollow tube
SX_f981538603,syringomyelia,cavity within the spinal canal
SX_f981538603,syringomyelia,spinal cord has a hollow
SX_f981538603,syringomyelia,cavity within the spinal cord canal
SX_f981538603,syringomyelia,hollow tube within spinal cord tissue
SX_f981538603,syringomyelia,spinal cord contains a hollow area
SX_8b4e67aae5,muscle wasting,muscle tissue reduction occurring slowly
SX_8b4e67aae5,muscle wasting,loss of muscle mass evident
SX_8b4e67aae5,muscle wasting,reduced muscle bulk observed
SX_8b4e67aae5,muscle wasting,muscle fibers shrinking gradually
SX_8b4e67aae5,muscle wasting,muscle size decreasing steadily
SX_8b4e67aae5,muscle wasting,muscle tissue diminishing slowly
SX_8db22d5ad6,aortic dissection,rupture of aortic wall
SX_8db22d5ad6,aortic dissection,tear in aortic lining
SX_8db22d5ad6,aortic dissection,split in aorta's inner layer
SX_8db22d5ad6,aortic dissection,separation of aortic tissue
SX_8db22d5ad6,aortic dissection,aortic artery splits open
SX_8db22d5ad6,aortic dissection,inner aortic membrane tears
SX_516ab3f397,tracheomalacia,soft tracheal wall collapse occurs
SX_516ab3f397,tracheomalacia,trachea collapses easily inward slightly
SX_516ab3f397,tracheomalacia,trachea is fragile and bends
SX_516ab3f397,tracheomalacia,tracheal cartilage is not strong
SX_516ab3f397,tracheomalacia,trachea collapses inward slightly easy
SX_516ab3f397,tracheomalacia,tracheal walls are very flexible
SX_102e68e948,trichiasis,trichiasis
SX_7b0fd50f58,wrist pain,wrist hurts a lot today
SX_7b0fd50f58,wrist pain,pain in my wrist area
SX_7b0fd50f58,wrist pain,aching wrist bone feeling
SX_7b0fd50f58,wrist pain,sharp pain on wrist
SX_7b0fd50f58,wrist pain,wrist joint feels sore now
SX_7b0fd50f58,wrist pain,tenderness in wrist region
SX_25ce9bfab2,peeling skin,loose skin layers falling off
SX_25ce9bfab2,peeling skin,skin flakes shedding in patches
SX_25ce9bfab2,peeling skin,shedding skin cells freely
SX_25ce9bfab2,peeling skin,skin layers separating easily
SX_25ce9bfab2,peeling skin,peeling skin on surface
SX_25ce9bfab2,peeling skin,outer skin cracking open
SX_ccbcc8f527,missing eyelashes,here are some eyelashes missing
SX_ccbcc8f527,missing eyelashes,eyelashes not present on eyes
SX_ccbcc8f527,missing eyelashes,no eyelashes visible anymore
SX_ccbcc8f527,missing eyelashes,some eyelashes gone now
SX_ccbcc8f527,missing eyelashes,few eyelashes left behind
SX_ccbcc8f527,missing eyelashes,most eyelashes disappeared slowly
SX_20d76314c1,facial spasms,my facial muscles are contracting suddenly
SX_20d76314c1,facial spasms,sudden involuntary movements of my face
SX_20d76314c1,facial spasms,uncontrolled contractions of my facial skin
SX_20d76314c1,facial spasms,my face is jerking uncontrollably now
SX_20d76314c1,facial spasms,involuntary twitches on my cheekbone
SX_20d76314c1,facial spasms,facial muscles are acting strangely
SX_7309ebf641,trigger finger,finger gets stuck in place
SX_7309ebf641,trigger finger,fingertip becomes locked and stiff
SX_7309ebf641,trigger finger,finger tip locks up tight
SX_7309ebf641,trigger finger,finger tip gets stuck slowly
SX_7309ebf641,trigger finger,finger tip movement is limited
SX_7309ebf641,trigger finger,finger tip locking is common
SX_3e90ac279d,finger stiffness,finger feels rigid and unyielding
SX_3e90ac279d,finger stiffness,fingers lack flexibility and movement
SX_3e90ac279d,finger stiffness,finger mobility is limited now
SX_3e90ac279d,finger stiffness,fingers feel stuck or frozen
SX_3e90ac279d,finger stiffness,rigidity affects finger function here
SX_3e90ac279d,finger stiffness,finger stiffness is noticeable now
SX_b932f80b25,vasculitis,vasculitis
SX_b0b0a16bdc,uterine prolapse,pelvic organ falls into vagina
SX_b0b0a16bdc,uterine prolapse,uterus drops down into pelvis
SX_b0b0a16bdc,uterine prolapse,organ prolapse occurs in uterus
SX_b0b0a16bdc,uterine prolapse,vagina contains dropped uterus tissue
SX_b0b0a16bdc,uterine prolapse,uterine descent into vaginal canal
SX_b0b0a16bdc,uterine prolapse,uterus falls out of place
SX_21064ab38d,urinary tract infections,urine infection in lower tract
SX_21064ab38d,urinary tract infections,infection of urinary canal
SX_21064ab38d,urinary tract infections,lower urinary tract infected
SX_21064ab38d,urinary tract infections,kidney infection or bladder infection
SX_21064ab38d,urinary tract infections,urine contains infection particles
SX_21064ab38d,urinary tract infections,bladder or kidney infected
SX_1d770934d4,mixed,diverse components mixed
SX_1d770934d4,mixed,elements mixed equally
SX_1d770934d4,mixed,here is a mix of things
SX_1d770934d4,mixed,different kinds all mixed up
SX_9a42bcff69,nystagmus,nystagmus
SX_a9138d6fbd,rhythmic eye movements,eyes moving in rhythm
SX_a9138d6fbd,rhythmic eye movements,rhythmic eye action found
SX_a9138d6fbd,rhythmic eye movements,smooth repetitive eye motion
SX_a9138d6fbd,rhythmic eye movements,repeating eye motion detected
SX_a9138d6fbd,rhythmic eye movements,eye movement in sync
SX_a9138d6fbd,rhythmic eye movements,rhythmic eye activity seen
SX_34e7d5da67,protein in urine,protein present in urine sample
SX_34e7d5da67,protein in urine,excess protein detected in urine test
SX_34e7d5da67,protein in urine,protein found in urine analysis
SX_34e7d5da67,protein in urine,urine has excessive protein content
SX_34e7d5da67,protein in urine,protein identified in urine sample
SX_34e7d5da67,protein in urine,protein detected in urine screening
SX_79c846ea76,vocal cord paralysis,vocal cord movement is impaired
SX_79c846ea76,vocal cord paralysis,vocal cords are not functioning
SX_79c846ea76,vocal cord paralysis,cords are paralyzed completely
SX_79c846ea76,vocal cord paralysis,no vocal cord movement occurs
SX_79c846ea76,vocal cord paralysis,vocal cords do not move
SX_79c846ea76,vocal cord paralysis,paralysis of vocal cords
SX_139c3b8cb3,inability to speak,no words are spoken
SX_139c3b8cb3,inability to speak,no vocalization possible
SX_139c3b8cb3,inability to speak,completely mute at times
SX_139c3b8cb3,inability to speak,unable to articulate
SX_139c3b8cb3,inability to speak,no verbal communication
SX_139c3b8cb3,inability to speak,speech is not possible
SX_9017764c2a,chondritis,inflammation of cartilage tissue
SX_9017764c2a,chondritis,inflammation within cartilage layer
SX_9017764c2a,chondritis,cartilage becomes inflamed and swollen
SX_9017764c2a,chondritis,inflammation of cartilage lining
SX_259f6b262a,frequent respiratory infections,frequent colds and flu episodes
SX_259f6b262a,frequent respiratory infections,persistent cough and congestion issues
SX_259f6b262a,frequent respiratory infections,multiple upper airway infections
SX_259f6b262a,frequent respiratory infections,repeated bronchitis or pneumonia
SX_259f6b262a,frequent respiratory infections,common respiratory system problems
SX_259f6b262a,frequent respiratory infections,frequent lung inflammation cases
SX_9d9f0d3d67,asthenia,asthenia
SX_85871b5d37,bleeding gums,bleeding in gum tissue exposed
SX_85871b5d37,bleeding gums,gums showing red coloration now
SX_85871b5d37,bleeding gums,blood visible on gums surface
SX_85871b5d37,bleeding gums,redness evident on gum edges
SX_85871b5d37,bleeding gums,visible blood on gumline area
SX_85871b5d37,bleeding gums,gum surfaces display bleeding
SX_4525dc1dd4,bicuspid aortic valve,the valve has two parts only
SX_4525dc1dd4,bicuspid aortic valve,aortic valve has two lobes
SX_4525dc1dd4,bicuspid aortic valve,bicuspid means two leaflets here
SX_4525dc1dd4,bicuspid aortic valve,two cusped valve in aorta
SX_4525dc1dd4,bicuspid aortic valve,two part valve is bicuspid
SX_4525dc1dd4,bicuspid aortic valve,the valve is two lobed only
SX_94947ffbf4,skin detachment,skin lifting off skin surface
SX_94947ffbf4,skin detachment,skin separating from underlying layer
SX_94947ffbf4,skin detachment,skin detaching from its base
SX_94947ffbf4,skin detachment,skin coming loose from self
SX_94947ffbf4,skin detachment,skin falling off in sheets
SX_94947ffbf4,skin detachment,skin shedding in large pieces
SX_58816f3a3c,low hanging columella,the tip of the columella drops
SX_58816f3a3c,low hanging columella,columella hangs below the nostrils
SX_58816f3a3c,low hanging columella,the columella is not upright
SX_58816f3a3c,low hanging columella,columella does not rise high
SX_58816f3a3c,low hanging columella,columella hangs below average
SX_58816f3a3c,low hanging columella,the columella hangs below normal
SX_7b81bd021d,bloody diarrhea,bloody watery stool flowing freely
SX_7b81bd021d,bloody diarrhea,frequent bloody stool passage
SX_7b81bd021d,bloody diarrhea,watery blood mixed with feces
SX_7b81bd021d,bloody diarrhea,loose bloody stools occurring daily
SX_7b81bd021d,bloody diarrhea,blood and mucus in stool
SX_7b81bd021d,bloody diarrhea,stool contains visible blood drops
SX_7db1f67d87,recurrent infections,here is a recurring infection
SX_7db1f67d87,recurrent infections,repeated episodes of illness occur
SX_7db1f67d87,recurrent infections,infection returns multiple times now
SX_7db1f67d87,recurrent infections,illnesses come and go again
SX_7db1f67d87,recurrent infections,sickness keeps on recurring here
SX_7db1f67d87,recurrent infections,recurring illnesses happen often here
SX_1ec6260b99,hypoventilation,ventilation is reduced greatly
SX_7d5febec2b,paresthesia,paresthesia
SX_31f48bed25,hypoesthesia,hypoesthesia
SX_bb6c06204b,dolichocephaly,dolichocephaly
SX_741839f346,healthy,feeling good physically mentally
SX_741839f346,healthy,no health issues noted
SX_741839f346,healthy,here is my body functioning well
SX_741839f346,healthy,my health is in balance
SX_741839f346,healthy,my wellness is optimal
SX_741839f346,healthy,my physical well being is good
SX_6ea67f52ca,gangrene,gangrene
SX_59dcf2660a,alopecia universalis,complete baldness of entire skin
SX_59dcf2660a,alopecia universalis,hairless skin from head to toe
SX_59dcf2660a,alopecia universalis,completely hairless everywhere on body
SX_59dcf2660a,alopecia universalis,absence of hair on whole body
SX_59dcf2660a,alopecia universalis,total absence of scalp hair
SX_59dcf2660a,alopecia universalis,hairy follicle missing from all
SX_435c0ae6af,mild intellectual disability,having limited cognitive capacity
SX_c0cef1755a,affected,impacted by something or someone
SX_c0cef1755a,affected,affected in some way now
SX_c0cef1755a,affected,here is impacted by something
SX_c0cef1755a,affected,something has an impact on me
SX_c0cef1755a,affected,my situation is affected somehow
SX_94dbc4473a,part of,here is a part of something
SX_94dbc4473a,part of,this is one piece
SX_94dbc4473a,part of,one section of it
SX_94dbc4473a,part of,a small portion of
SX_94dbc4473a,part of,within this larger whole
SX_94dbc4473a,part of,piece of the puzzle
SX_3152ac597c,color vision defect,here is difficulty seeing colors
SX_3152ac597c,color vision defect,trouble distinguishing between hues
SX_3152ac597c,color vision defect,inability to perceive certain shades
SX_3152ac597c,color vision defect,problem with color recognition
SX_3152ac597c,color vision defect,difficulty with color perception
SX_3152ac597c,color vision defect,issues with color identification
SX_2bc75bc775,athetosis,athetosis
SX_ffd64c563d,preaxial foot polydactyly,extra toe on foot side
SX_ffd64c563d,preaxial foot polydactyly,excess toe on medial aspect
SX_ffd64c563d,preaxial foot polydactyly,extra toe on inside foot
SX_ffd64c563d,preaxial foot polydactyly,duplicate toe on foot edge
SX_ffd64c563d,preaxial foot polydactyly,inner foot has extra toe
SX_ffd64c563d,preaxial foot polydactyly,foot side has additional toe
SX_55b521f605,generalized arterial tortuosity,arteries have abnormal twists and bends
SX_55b521f605,generalized arterial tortuosity,blood vessels are abnormally curved
SX_55b521f605,generalized arterial tortuosity,arterial paths are unusually bent
SX_55b521f605,generalized arterial tortuosity,tortuous blood vessel patterns exist
SX_55b521f605,generalized arterial tortuosity,abnormal curvature of arteries seen
SX_55b521f605,generalized arterial tortuosity,irregularly shaped blood vessel paths
SX_fdf6c8b378,malaise,feeling of discomfort or illness
SX_fdf6c8b378,malaise,feeling of sickness or unease
SX_fdf6c8b378,malaise,mild but unpleasant sensation
SX_fdf6c8b378,malaise,slightly ailing or unwell state
SX_a557264a7d,sharp,here is a sharp thing
SX_a557264a7d,sharp,sharpness is evident here
SX_a557264a7d,sharp,keen and well honed edge
SX_a557264a7d,sharp,distinct and sharp border
SX_a557264a7d,sharp,clearly outlined and sharp
SX_a557264a7d,sharp,well defined and keen edge
SX_74896827c8,deep philtrum,deep philtrum
SX_7964b2b169,hypohidrosis,hypohidrosis
SX_9d82835983,pulmonary histoplasmosis,fungal infection of lung tissue
SX_9d82835983,pulmonary histoplasmosis,lung disease caused by fungus
SX_9d82835983,pulmonary histoplasmosis,histoplasma capsulatum in lungs
SX_9d82835983,pulmonary histoplasmosis,infection of lung airways cells
SX_9d82835983,pulmonary histoplasmosis,lungs infected with histoplasma
SX_9d82835983,pulmonary histoplasmosis,histoplasmosis affects lung function
SX_55b29b2db5,polygenic inheritance,here are multiple genes involved inheritance
SX_55b29b2db5,polygenic inheritance,genes from multiple parents contribute traits
SX_55b29b2db5,polygenic inheritance,multiple genetic factors influence characteristics
SX_55b29b2db5,polygenic inheritance,traits determined by many genes
SX_55b29b2db5,polygenic inheritance,characteristics arise from many genes
SX_55b29b2db5,polygenic inheritance,genes from different parents combined
SX_262c40d4f7,histoplasmosis,pneumonia caused by histoplasma sp
SX_262c40d4f7,histoplasmosis,infection with histoplasma capsulatum
SX_262c40d4f7,histoplasmosis,histoplasma sp grows in lungs
SX_262c40d4f7,histoplasmosis,histoplasma capsulatum infects lungs
SX_262c40d4f7,histoplasmosis,histoplasma sp causes lung disease
SX_262c40d4f7,histoplasmosis,lung disease from histoplasma capsulatum
SX_c5c290cce3,abdominal distention,abdomen feels full and tight
SX_c5c290cce3,abdominal distention,belly is puffy and hard
SX_c5c290cce3,abdominal distention,tummy is distended outward
SX_c5c290cce3,abdominal distention,abdominal cavity is expanded
SX_c5c290cce3,abdominal distention,abdomen is stretched outward
SX_c5c290cce3,abdominal distention,abdominal wall is bulging
SX_7ced284b07,arthralgia,arthralgia
SX_a9f804a583,myalgia,painless muscle strain exists
SX_dbed5d3dd5,growth delay,not growing as expected
SX_dbed5d3dd5,growth delay,growing pace is slowed down
SX_dbed5d3dd5,growth delay,normal growth rate is missed
SX_dbed5d3dd5,growth delay,not meeting growth milestones
SX_dbed5d3dd5,growth delay,does not grow at normal speed
SX_dbed5d3dd5,growth delay,normal growth is not achieved
SX_a4e9798d47,posteriorly rotated ears,my ears are tilted backward
SX_a4e9798d47,posteriorly rotated ears,ears point towards my neck
SX_a4e9798d47,posteriorly rotated ears,rearward tilt to ear tips
SX_a4e9798d47,posteriorly rotated ears,earlobes angle towards spine
SX_a4e9798d47,posteriorly rotated ears,back of ears points down
SX_a4e9798d47,posteriorly rotated ears,ears curve away from face
SX_3ecdbba73b,gastrointestinal telangiectasia,abnormal blood vessels in stomach
SX_3ecdbba73b,gastrointestinal telangiectasia,telangiectasia of gastrointestinal tract
SX_3ecdbba73b,gastrointestinal telangiectasia,telangiectasia of gastrointestinal lining
SX_3ecdbba73b,gastrointestinal telangiectasia,abnormal blood vessels in intestines
SX_b0bf119794,salty tasting skin,salty sensation on skin surface
SX_b0bf119794,salty tasting skin,skin has salty flavor profile
SX_b0bf119794,salty tasting skin,taste buds detect saltiness here
SX_b0bf119794,salty tasting skin,skin tastes like ocean air
SX_b0bf119794,salty tasting skin,salty texture on my skin
SX_b0bf119794,salty tasting skin,flavor of salt on me
SX_797311ea55,delayed eruption of teeth,teeth take longer to appear
SX_797311ea55,delayed eruption of teeth,tooth emergence happens late
SX_797311ea55,delayed eruption of teeth,teeth emerge slowly in time
SX_797311ea55,delayed eruption of teeth,delayed tooth growth occurs here
SX_797311ea55,delayed eruption of teeth,late arrival of new teeth
SX_797311ea55,delayed eruption of teeth,slow tooth development takes place
SX_e9736f696e,nasal polyposis,swollen tissue in nasal cavity area
SX_e9736f696e,nasal polyposis,growths blocking nasal airways passage
SX_e9736f696e,nasal polyposis,tissue swelling in nasal sinuses
SX_e9736f696e,nasal polyposis,fleshy growths in nasal passages
SX_e9736f696e,nasal polyposis,inflamed tissue in nasal tract
SX_e9736f696e,nasal polyposis,soft lumps in nasal cavity
SX_26a14f0df3,clubbing of fingers,fingers bent in a club shape
SX_26a14f0df3,clubbing of fingers,fingertips curled inward tightly
SX_26a14f0df3,clubbing of fingers,fingers curved like a club
SX_26a14f0df3,clubbing of fingers,finger joints flexed downward
SX_26a14f0df3,clubbing of fingers,finger pads touch each other
SX_26a14f0df3,clubbing of fingers,fingers pressed together closely
SX_c129745859,hypertension,high blood pressure levels exist
SX_c129745859,hypertension,arteries under excessive stress
SX_c129745859,hypertension,pressure in the blood stream
SX_c129745859,hypertension,blood pressure elevated constantly here
SX_c129745859,hypertension,arterial resistance increased slightly
SX_c129745859,hypertension,blood pressure levels are high
SX_6726bfdbba,cystic renal dysplasia,abnormal kidney development pattern
SX_6726bfdbba,cystic renal dysplasia,kidney tissue abnormal growth shape
SX_6726bfdbba,cystic renal dysplasia,cystic kidneys with abnormal cells
SX_6726bfdbba,cystic renal dysplasia,abnormal kidney structure formation
SX_6726bfdbba,cystic renal dysplasia,renal tissue abnormal cell growth
SX_6726bfdbba,cystic renal dysplasia,kidney abnormalities in structure
SX_0262497278,facial telangiectasia,small blood vessels on face
SX_0262497278,facial telangiectasia,tiny veins on facial skin
SX_e4a22a46a9,weight loss,reduced amount of body fat present
SX_e4a22a46a9,weight loss,less weight on the scale shows
SX_e4a22a46a9,weight loss,lowered body weight achieved easily
SX_e4a22a46a9,weight loss,reducing body mass index
SX_e4a22a46a9,weight loss,shedding excess pounds slowly
SX_e4a22a46a9,weight loss,losing extra fat cells
SX_bd2060966e,reduced circulating aromatic l-amino acid decarboxylase activity,here is reduced decarboxylase activity
SX_bd2060966e,reduced circulating aromatic l-amino acid decarboxylase activity,decarboxylase enzyme function impaired slightly
SX_bd2060966e,reduced circulating aromatic l-amino acid decarboxylase activity,l amino acid conversion slow down
SX_bd2060966e,reduced circulating aromatic l-amino acid decarboxylase activity,aromatic amino acid metabolism slowed
SX_bd2060966e,reduced circulating aromatic l-amino acid decarboxylase activity,circulating amino acids not converted
SX_bd2060966e,reduced circulating aromatic l-amino acid decarboxylase activity,l amino acid decarboxylation reduced
SX_21f9c5b1c2,facial edema,fluid accumulation in facial skin
SX_21f9c5b1c2,facial edema,edema of the facial tissues
SX_21f9c5b1c2,facial edema,excess fluid in face skin
SX_21f9c5b1c2,facial edema,fluid retention on face surface
SX_21f9c5b1c2,facial edema,excessive moisture in face
SX_21f9c5b1c2,facial edema,face skin becomes waterlogged
SX_730e5bc86b,nonproductive cough,coughing without bringing up mucus
SX_730e5bc86b,nonproductive cough,cough not producing any discharge
SX_730e5bc86b,nonproductive cough,cough does not produce phlegm
SX_730e5bc86b,nonproductive cough,no mucus comes out with cough
SX_730e5bc86b,nonproductive cough,cough does not bring up sputum
SX_730e5bc86b,nonproductive cough,no phlegm is coughed up
SX_8a07967a4b,macroscopic hematuria,red color in urine present
SX_8a07967a4b,macroscopic hematuria,urine contains red particles
SX_8a07967a4b,macroscopic hematuria,red streaks in urine appear
SX_8a07967a4b,macroscopic hematuria,reddish tint in urine noted
SX_8a07967a4b,macroscopic hematuria,red coloration in urine found
SX_8a07967a4b,macroscopic hematuria,red particles are in urine
SX_d53038c84a,pulmonary edema,fluid in lung tissue
SX_d53038c84a,pulmonary edema,excess fluid in lungs
SX_d53038c84a,pulmonary edema,fluid accumulation in lungs
SX_d53038c84a,pulmonary edema,fluid overload in lungs
SX_d53038c84a,pulmonary edema,fluid buildup in lungs
SX_d53038c84a,pulmonary edema,excess moisture in lungs
SX_f15d08a28a,advanced eruption of teeth,excessive tooth growth in children
SX_f15d08a28a,advanced eruption of teeth,rapidly emerging adult teeth
SX_f15d08a28a,advanced eruption of teeth,unusual timing of tooth emergence
SX_f15d08a28a,advanced eruption of teeth,tooth growth beyond normal range
SX_f15d08a28a,advanced eruption of teeth,premature or delayed tooth appearance
SX_f15d08a28a,advanced eruption of teeth,accelerated tooth development process
SX_96d61c7fe8,scleroderma,hardened skin on hands feet
SX_c9126fcc63,floppy infant,here is a limp little one
SX_c9126fcc63,floppy infant,completely relaxed and floppy
SX_c9126fcc63,floppy infant,completely relaxed and floppy form
SX_30048b401a,chronic otitis media,chronic middle ear infection present
SX_30048b401a,chronic otitis media,inflammation in the middle ear
SX_30048b401a,chronic otitis media,long term ear inflammation exists
SX_30048b401a,chronic otitis media,middle ear infection persists long
SX_30048b401a,chronic otitis media,ear canal lining inflamed always
SX_30048b401a,chronic otitis media,persistent ear infection diagnosed
SX_fa6db1c19f,restlessness,i feel agitated all day
SX_a181a60376,all,here is everything
SX_a181a60376,all,entirely each one of them
SX_a181a60376,all,all of them together now
SX_a181a60376,all,each single thing included here
SX_a181a60376,all,the whole entire group listed
SX_a181a60376,all,every single item mentioned
SX_bdaf7afb5b,severe short stature,here is extremely short person
SX_bdaf7afb5b,severe short stature,person is very small indeed
SX_bdaf7afb5b,severe short stature,height is unusually low level
SX_bdaf7afb5b,severe short stature,very little above average height
SX_bdaf7afb5b,severe short stature,smaller than normal adult size
SX_bdaf7afb5b,severe short stature,under average height measurement scale
SX_63ab717229,intercostal retractions,inward retraction of chest walls
SX_03814e8b80,poor speech,slow and labored speech
SX_03814e8b80,poor speech,mumbled or unclear words
SX_03814e8b80,poor speech,trouble speaking clearly now
SX_03814e8b80,poor speech,speaking in short sentences
SX_03814e8b80,poor speech,words not coming easily
SX_03814e8b80,poor speech,speaking in simple terms
SX_be4afb778c,myocardial infarction,heart muscle dies suddenly
SX_be4afb778c,myocardial infarction,heart tissue becomes damaged
SX_be4afb778c,myocardial infarction,heart muscle is destroyed
SX_be4afb778c,myocardial infarction,heart tissue is injured
SX_be4afb778c,myocardial infarction,heart muscle is harmed
SX_be4afb778c,myocardial infarction,heart tissue is damaged
SX_e0d9ffde8f,pharyngalgia,pain in the pharynx area
SX_e0d9ffde8f,pharyngalgia,pharyngeal area feeling sore
SX_e0d9ffde8f,pharyngalgia,soreness in pharynx region
SX_e0d9ffde8f,pharyngalgia,pharyngeal area is painful
SX_e0d9ffde8f,pharyngalgia,soreness of the pharynx region
SX_9066d66fc3,aphalangy of hands and feet,hands and feet have no joints
SX_9066d66fc3,aphalangy of hands and feet,no movement in hands or feet
SX_9066d66fc3,aphalangy of hands and feet,joints missing from hands and feet
SX_9066d66fc3,aphalangy of hands and feet,absence of finger and toe joints
SX_9066d66fc3,aphalangy of hands and feet,hands and feet rigidly fixed
SX_9066d66fc3,aphalangy of hands and feet,no flexibility in hands or feet
SX_c70747c7c7,metaphyseal irregularity,abnormal contours on metaphysis
SX_c70747c7c7,metaphyseal irregularity,unusual appearance of metaphysis
SX_c70747c7c7,metaphyseal irregularity,bone edge irregularity exists
SX_c70747c7c7,metaphyseal irregularity,metaphyseal surface is abnormal
SX_c70747c7c7,metaphyseal irregularity,metaphysis has unusual shape
SX_c70747c7c7,metaphyseal irregularity,metaphysis shows irregular form
SX_07bd78cc5d,abnormal heart morphology,irregular heart shape and structure
SX_07bd78cc5d,abnormal heart morphology,heart walls not forming correctly
SX_07bd78cc5d,abnormal heart morphology,unusual cardiac chamber size
SX_07bd78cc5d,abnormal heart morphology,nonstandard heart valve alignment
SX_07bd78cc5d,abnormal heart morphology,asymmetrical left ventricle shape
SX_07bd78cc5d,abnormal heart morphology,untypical right ventricle dimensions
SX_338a247a04,varicose veins,swollen and twisted blood vessels appear
SX_338a247a04,varicose veins,enlarged veins on legs or arms
SX_338a247a04,varicose veins,ropy and bulging vein structures seen
SX_338a247a04,varicose veins,visible abnormal blood vessel shapes
SX_338a247a04,varicose veins,abnormal vein growth is noticeable
SX_338a247a04,varicose veins,veins become enlarged and distorted
SX_0547f70060,vascular dilatation,arteries become larger in size
SX_0547f70060,vascular dilatation,blood vessels expand outwardly slowly
SX_0547f70060,vascular dilatation,veins widen their inner diameter
SX_0547f70060,vascular dilatation,vessels increase in circumference gradually
SX_0547f70060,vascular dilatation,vascular passages grow wider slightly
SX_0547f70060,vascular dilatation,arterial walls relax and stretch
SX_bbffbe44f5,depressed nasal bridge,nasal bone sits below normal
SX_bbffbe44f5,depressed nasal bridge,bridge of nose drops down
SX_bbffbe44f5,depressed nasal bridge,lower than average nasal curve
SX_bbffbe44f5,depressed nasal bridge,slightly sunken nasal profile seen
SX_bbffbe44f5,depressed nasal bridge,bridge of nose dips down
SX_bbffbe44f5,depressed nasal bridge,nose shape is slightly lower
SX_3c0b6d02e6,persistent open anterior fontanelle,open fontanelle remains unchanged long
SX_3c0b6d02e6,persistent open anterior fontanelle,fontanelle does not close fully
SX_3c0b6d02e6,persistent open anterior fontanelle,anterior opening persists in skull
SX_3c0b6d02e6,persistent open anterior fontanelle,fontanelle stays open continuously
SX_3c0b6d02e6,persistent open anterior fontanelle,anterior fontanelle remains unsealed
SX_3c0b6d02e6,persistent open anterior fontanelle,fontanelle does not shut tight
SX_9162156b6c,mitral valve prolapse,mitral valve leaflets bulge inwardly downward
SX_9162156b6c,mitral valve prolapse,leaflets of mitral valve sag down
SX_9162156b6c,mitral valve prolapse,mitral valve flaps droop downwards slightly
SX_9162156b6c,mitral valve prolapse,mitral valve edges curve inwardly
SX_9162156b6c,mitral valve prolapse,valve leaflets collapse towards each other
SX_9162156b6c,mitral valve prolapse,mitral valve folds in on itself
SX_c4d1ea9531,orthopnea,orthopnea
